system:index,maximum_2m_air_temperature,mean_2m_air_temperature,minimum_2m_air_temperature,system:time_end,system:time_start,total_precipitation,.geo
20150101,304.78031850434354,299.49745236506413,295.9933893525068,1.4201568E12,1.4200704E12,0.006143079778657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150102,305.90333237567063,300.0150558194925,295.7151158481376,1.4202432E12,1.4201568E12,0.005771478093473261,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150103,305.7680956289159,300.2044322938725,295.57611840865854,1.4203296E12,1.4202432E12,0.003236007274589602,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150104,305.09937000080674,299.8019150605425,295.46924587897297,1.420416E12,1.4203296E12,0.009318199945837966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150105,303.1521236226352,298.37168144273016,295.48644254317395,1.4205024E12,1.420416E12,0.014777525071637666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150106,304.5199900331064,299.09029046143297,295.29915065072925,1.4205888E12,1.4205024E12,0.005385760741986429,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150107,305.83376321884765,300.12858073058334,295.5246520593078,1.4206752E12,1.4205888E12,0.0023627916540219524,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150108,305.7429944775091,299.80060609425243,295.98350834431324,1.4207616E12,1.4206752E12,0.01038937095105975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150109,304.9061089013697,299.5629829953226,296.1190135374352,1.420848E12,1.4207616E12,0.008295439257350134,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150110,304.10150092579283,299.5898461604234,296.3657177741854,1.4209344E12,1.420848E12,0.008143067724119102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150111,300.10177960817055,297.34697702579075,295.4046110888066,1.4210208E12,1.4209344E12,0.01345109085274265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150112,302.9196354010448,298.23225517911663,295.19606614720607,1.4211072E12,1.4210208E12,0.009438763308302926,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150113,303.081709275224,298.69593117708877,295.52694516286476,1.4211936E12,1.4211072E12,0.0055485806122938615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150114,301.0544552346433,297.59558408578414,295.3549403239312,1.42128E12,1.4211936E12,0.011863334614955695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150115,302.12288453488395,297.6798947386125,295.28141046194077,1.4213664E12,1.42128E12,0.005823062301132297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150116,300.60175480418917,297.3171343339625,295.17815572129473,1.4214528E12,1.4213664E12,0.012236384917512968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150117,303.4908187492529,297.903211452329,294.80726837922526,1.4215392E12,1.4214528E12,0.004416004133946064,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150118,303.5066083952133,298.4739023497218,295.507909373521,1.4216256E12,1.4215392E12,0.010657421003001582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150119,299.4347454053293,297.10452866524344,295.4491827262829,1.421712E12,1.4216256E12,0.020528992348732587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150120,301.9257278907885,297.3760472316981,294.6823175195578,1.4217984E12,1.421712E12,0.007822972822663393,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150121,303.8380107950311,298.19010814209406,294.9883898585004,1.4218848E12,1.4217984E12,0.005664758449095729,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150122,303.60402194148963,298.556824197249,294.79979732869333,1.4219712E12,1.4218848E12,0.00829919420375855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150123,301.14765226306565,297.96189926326406,295.6587698304654,1.4220576E12,1.4219712E12,0.017432741329476184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150124,300.0253733473216,296.8701542816656,294.7848052889239,1.422144E12,1.4220576E12,0.025347724587644362,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150125,302.178185974449,297.72613350156627,294.6691532687131,1.4222304E12,1.422144E12,0.00534541477238728,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150126,302.0912154145108,298.00312059389836,295.3819856694422,1.4223168E12,1.4222304E12,0.007313688464450917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150127,304.0301281625026,298.9101301723624,294.66922351449324,1.4224032E12,1.4223168E12,0.0018851400285266337,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150128,304.5345475989126,299.36156037675244,295.5837548873695,1.4224896E12,1.4224032E12,0.007681263331710466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150129,305.556815315667,299.55319135220185,295.18676271051453,1.422576E12,1.4224896E12,0.005605846747288533,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150130,304.37618075216045,299.6022478790785,296.06704616432364,1.4226624E12,1.422576E12,0.005753137845480304,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150131,304.94472303197324,299.87836569614217,296.03976082564657,1.4227488E12,1.4226624E12,0.007805183436859075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150201,302.63722412612697,298.32645964556707,294.8961984545493,1.4228352E12,1.4227488E12,0.018631699915699344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150202,300.1722017352557,297.1542431884471,295.08736565684757,1.4229216E12,1.4228352E12,0.02115212502959832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150203,303.7161738557473,298.34465311982603,295.28754762231785,1.423008E12,1.4229216E12,0.008164141957192431,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150204,304.28463763227217,299.0358762643574,295.3601980291449,1.4230944E12,1.423008E12,0.0038782996286521564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150205,303.85056804169864,299.3011455793615,295.7546818001769,1.4231808E12,1.4230944E12,0.004598545622748649,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150206,304.12159154370795,299.492986167287,295.6180303872942,1.4232672E12,1.4231808E12,9.577634590453334E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150207,304.17448634238815,299.93368884142296,296.399443446711,1.4233536E12,1.4232672E12,7.03609529204409E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150208,303.875613023859,299.43313478579233,296.3598785362127,1.42344E12,1.4233536E12,0.007029556198664651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150209,302.3738975632243,298.4083600550538,295.7659171790489,1.4235264E12,1.42344E12,0.008654384800999598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150210,303.69014261667786,298.4865859042859,295.2966808822536,1.4236128E12,1.4235264E12,0.00718566369162774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150211,305.45048523671886,299.6232592048352,295.5463000429782,1.4236992E12,1.4236128E12,0.003927936121086368,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150212,303.55145943096704,299.0491685779892,296.51098137634085,1.4237856E12,1.4236992E12,0.008063159345318637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150213,304.0626741346115,298.96147569444787,295.91507070834314,1.423872E12,1.4237856E12,0.0087880474591985,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150214,304.8245949299731,299.8873252584883,296.4017750090653,1.4239584E12,1.423872E12,0.004106714170471481,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150215,305.4558316421198,300.1428877594271,296.1089649856714,1.4240448E12,1.4239584E12,0.0037044900178691722,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150216,304.4051559219101,299.85223307559176,296.261538418006,1.4241312E12,1.4240448E12,0.012386570723921776,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150217,302.66813858495993,298.9916075580352,296.4728942493585,1.4242176E12,1.4241312E12,0.009770090048073271,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150218,301.44055687284146,298.14901006785357,295.96725745465864,1.424304E12,1.4242176E12,0.0294759422771335,"{""type"":""MultiPoint"",""coordinates"":[]}"
